LTE/5g Category,Time,Packet Loss Rate,Packet delay,IoT,LTE/5G,GBR,Non-GBR,AR/VR/Gaming,Healthcare,Industry 4.0,IoT Devices,Public Safety,Smart City & Home,Smart Transportation,Smartphone,slice Type,LOS
11,16,2.8862456144347303e-05,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
2,10,0.010547095759235474,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
8,9,0.00915376768514259,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
20,11,0.0017647751597303068,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
11,3,-7.800394928949471e-05,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
21,18,0.00978655946502629,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
9,12,-0.0005050521876300838,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
20,7,-0.0008264283359328846,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
7,21,0.010411585291980958,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
8,0,0.001036658983594202,50,0,1,0,1,1,0,0,0,0,0,0,0,1,0
19,4,-0.000643980449870527,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
2,2,-0.0006465393860318081,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
11,11,0.009832107650354936,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
17,0,0.010834510762644696,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
18,15,-0.0001287956756818024,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
5,6,0.0002484285234409469,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
14,5,0.0008771284679570279,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
15,1,-0.00013536178487383524,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
10,20,-0.001347443321470786,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
22,20,-2.6147433258906103e-05,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
17,1,0.0008845327348956611,50,1,0,1,0,0,0,1,0,0,0,0,0,2,1
20,9,0.0013481031824067093,100,0,1,1,0,0,0,0,0,0,0,0,1,1,0
12,16,0.010924478047472673,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
7,21,0.0005642825147738787,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
11,15,0.009865555654722585,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
10,5,0.009446737045629166,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
4,0,0.01128667990162493,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
22,12,0.010029609217007244,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
17,15,0.010006964645956472,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
8,14,0.0009879374564449985,150,0,1,0,1,0,0,0,0,0,0,0,1,1,1
15,8,0.00010004238038392747,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
18,17,-7.118020596197124e-05,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
9,18,0.009713168996559883,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
13,19,-0.00027242947062019606,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
6,16,0.009983623364892,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
10,19,0.0007282876144331175,100,0,1,1,0,1,0,0,0,0,0,0,0,1,1
8,23,0.009643577108661419,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
8,21,0.010053215113845949,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
5,15,0.009872511391289572,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
3,9,0.010751996494291344,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
14,20,-0.0003254849041965061,150,0,1,0,1,0,0,0,0,0,0,0,1,1,1
14,17,0.0005467534259612309,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
20,10,0.0006240425962488145,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
4,19,-0.001035695116204075,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
14,19,-0.00017034379704017439,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
14,22,-0.00018472043299789574,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
15,20,0.0002962441526410894,150,0,1,0,1,0,0,0,0,0,0,0,1,1,1
8,9,-0.0003879083437954376,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
22,12,-0.0005542879227329144,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
12,12,0.0018761352217118114,50,0,1,0,1,1,0,0,0,0,0,0,0,1,0
17,9,0.0014678391965737307,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
19,1,0.01063577754749708,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
3,7,0.0013608360320216176,100,0,1,1,0,0,0,0,0,0,0,0,1,1,0
19,8,0.0004354741143913854,50,1,0,1,0,0,0,1,0,0,0,0,0,2,1
1,2,0.0007377398668601133,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
17,15,0.00024568728061395907,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
5,6,-0.0006100639044459726,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
8,17,0.010356499215086194,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
11,21,-0.00011916269907906752,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
7,23,0.0008125895962252012,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
13,11,0.010355479984101745,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
18,16,0.01022213165574302,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
2,9,0.00981951691709046,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
4,16,0.001579664901682124,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
17,6,0.0004594683362000514,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
14,14,0.0003089678034721319,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
16,12,0.010296550628984193,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
20,10,-0.00015377321965699515,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
21,3,0.00016406651112105898,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
13,10,-0.0006245567881926515,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
9,21,0.00046301350960345055,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
13,18,0.0009075489317785055,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
20,20,0.00973863848974048,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
12,14,0.0005255046129184447,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
5,1,-0.0003511718452713796,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
2,5,0.009295769351818221,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
18,23,0.00022168541323804817,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
21,11,0.0013030049756728198,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
2,9,-0.0006392146762481415,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
9,9,0.0018773970909921824,150,0,1,0,1,0,0,0,0,0,0,0,1,1,0
14,20,-0.0010399647039418612,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
14,4,0.001848228184145019,100,0,1,1,0,1,0,0,0,0,0,0,0,1,0
18,18,0.010105508733601309,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
22,9,0.0009516434440648039,50,1,0,1,0,0,0,1,0,0,0,0,0,2,1
5,18,-0.00027145954340447484,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
9,7,0.010199568057176036,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
14,21,-1.781735121242418e-05,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
17,23,0.01055165094100826,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
1,4,5.811382433101982e-05,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
18,22,0.001075150880730939,100,0,1,1,0,1,0,0,0,0,0,0,0,1,0
16,10,-0.00018080610610692795,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
19,18,-2.747281186053373e-05,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
20,13,0.0011539008844460297,100,0,1,1,0,1,0,0,0,0,0,0,0,1,0
15,4,0.009144915803671688,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
5,7,-0.0006730927110528565,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
6,4,0.0003726320470113575,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1,22,0.010085432719063972,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
14,15,0.0009080083318236604,100,0,1,1,0,1,0,0,0,0,0,0,0,1,1
11,13,1.021696653269658e-05,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
5,21,0.0011737908526808355,150,0,1,0,1,0,0,0,0,0,0,0,1,1,0
11,16,-0.0002688798401546807,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
7,5,0.009610847637298844,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
19,18,9.892262754884077e-05,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
2,18,-0.00048818638880751596,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
6,22,0.010204126377857236,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
22,13,0.00914870819788108,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
16,0,0.0015145778186628218,100,0,1,1,0,1,0,0,0,0,0,0,0,1,0
1,5,0.0002372987412065215,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
17,13,0.00012901486715693783,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
15,21,0.010491345491972757,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
15,3,0.0008337372222312884,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
7,6,0.010507185032509065,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
12,16,0.009079562884334178,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
2,19,0.0003602115166321492,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
8,3,-0.0003114092888478394,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
13,17,1.4045525105416894e-05,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
15,18,0.0012588295102345616,100,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1,7,-0.0003618719065767328,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
6,23,9.438338223853915e-05,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
6,21,0.0006223085338233387,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
13,1,0.009694241098504025,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
6,2,0.0002966694515758888,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
16,11,0.009538383376944548,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
2,14,-0.0006748423028081668,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
14,8,0.0005120633735113336,50,1,0,1,0,0,0,1,0,0,0,0,0,2,1
1,0,0.0005278208983039198,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
15,21,0.009525300555584029,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
13,9,0.011316191032418696,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
1,18,0.010246658950440446,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
7,21,9.341806184743695e-05,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
7,6,-0.0004281788900906068,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
21,18,0.0003511549397044957,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
20,13,-0.00028681891311888697,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
19,2,6.200490732268072e-05,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
13,11,0.0022800422691343974,100,0,1,1,0,1,0,0,0,0,0,0,0,1,0
3,7,-4.702994986232494e-05,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
15,0,0.0015746366631428379,100,0,1,1,0,1,0,0,0,0,0,0,0,1,0
3,9,-0.0003505882125629437,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
8,19,0.0009825057547515191,100,0,1,1,0,1,0,0,0,0,0,0,0,1,1
7,11,0.001885400317817755,100,0,1,1,0,0,0,0,0,0,0,0,1,1,0
14,4,-0.00031248352889388367,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
5,8,0.0009072242789984644,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
10,7,0.0003548759677277377,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
13,17,0.009718766612052867,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
12,16,0.0003172038695277605,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
13,6,0.00048727722481336496,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
9,15,0.010310904981108598,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
15,9,-0.0007841123599452282,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
8,23,0.009636431412087566,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
1,2,0.0008762406822242476,100,0,1,1,0,1,0,0,0,0,0,0,0,1,1
18,9,-3.621671455002315e-05,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1,8,0.000311336048775339,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
17,13,8.985050046662691e-05,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
2,7,-0.0006666721793550507,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
20,9,0.0001910989255029816,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
2,11,0.010305292872641912,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
3,14,0.0012798952239655198,100,0,1,1,0,0,0,0,0,0,0,0,1,1,0
8,13,0.0005413903627773109,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
22,11,0.0004179610772744521,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
21,22,0.0012295900396142184,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
17,12,-3.408285572932352e-05,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
19,21,-0.0008294804667579957,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
1,20,0.010214809109566294,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
7,17,0.00010484384358155557,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
17,19,0.0011357894185976868,150,0,1,0,1,0,0,0,0,0,0,0,1,1,0
20,5,-0.0006373742879101547,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
7,13,-0.0005395282702041312,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
2,15,0.010526576426666451,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
11,1,0.0009802224230716725,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
12,4,0.00034175034868631223,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
8,2,1.5159188065230588e-05,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
11,8,0.010014878069747872,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
12,20,0.00047014190298799886,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
8,9,-0.0002570223641086869,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
6,21,0.010048060388470491,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
2,16,0.0007688623556474788,150,0,1,0,1,0,0,0,0,0,0,0,1,1,1
20,5,0.0007827518862838423,50,1,0,1,0,0,0,1,0,0,0,0,0,2,1
16,11,0.009845413938265681,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
1,15,0.00011206688581685642,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
7,10,0.00976062568916826,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
3,12,0.01062787806278676,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
2,9,0.000552696348890248,50,1,0,1,0,0,0,1,0,0,0,0,0,2,1
18,20,0.009906564177919321,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
9,1,0.0007801344708629125,50,1,0,1,0,0,0,1,0,0,0,0,0,2,1
8,15,0.0007244889421768665,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
16,11,0.0010982773882557873,100,0,1,1,0,1,0,0,0,0,0,0,0,1,0
9,1,0.0005169222697343174,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
10,7,0.009257219813481514,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
10,4,0.01013352513293463,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
3,9,0.0004458153978117186,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
12,20,0.001041141994637712,50,0,1,0,1,1,0,0,0,0,0,0,0,1,0
11,23,0.0015327401875326757,150,0,1,0,1,0,0,0,0,0,0,0,1,1,0
3,16,0.0007413557749498139,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
19,19,0.01070467372009279,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
10,4,0.0011504490618096251,10,1,0,0,1,0,0,1,0,0,0,0,0,3,0
16,20,-0.00018041928021982954,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
6,2,0.009777248739299615,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
14,14,0.0007276922385588505,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
11,16,0.0007907860728653562,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
19,12,0.0007385699864233659,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
16,8,0.0007899065914520714,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1,21,-0.00013989230443025362,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
2,12,0.0003277747444828615,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
4,11,0.0005406740267579009,100,0,1,1,0,1,0,0,0,0,0,0,0,1,1
7,7,-0.0005010703833760339,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
13,20,0.0006161012174479357,150,0,1,0,1,0,0,0,0,0,0,0,1,1,1
3,8,0.009982657556306609,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
13,20,0.0011171073662682605,150,0,1,0,1,0,0,0,0,0,0,0,1,1,0
17,9,0.0017752502464070384,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
10,19,0.0005008229796306046,50,1,0,1,0,0,0,1,0,0,0,0,0,2,1
11,16,0.0004931611992382919,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
22,9,0.009893005577887245,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
11,20,0.009975268145173783,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
5,16,0.00033840974608330193,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
11,13,-0.0005603610107811493,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
19,2,0.010191204873092026,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
4,0,8.422610410652805e-05,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
6,12,0.00024722563200407457,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
10,5,0.00014558432195390904,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
15,4,0.001228650069955447,300,0,1,1,0,0,0,0,0,0,0,0,1,1,0
15,22,-0.00031786999212565797,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
3,13,-0.0002644984775009088,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
10,4,0.0006884297367876178,150,0,1,0,1,0,0,0,0,0,0,0,1,1,1
9,8,0.0007222614404198727,100,0,1,1,0,1,0,0,0,0,0,0,0,1,1
16,1,0.00968130643634674,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
5,6,0.001594508265553776,50,0,1,0,1,1,0,0,0,0,0,0,0,1,0
8,17,0.0007112521239949275,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
8,16,0.009714626853125262,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
1,11,0.009583822213447887,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
4,15,0.00023670777819320205,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
20,17,-0.0002751115221404856,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
17,13,0.0003174659088777554,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3,23,0.00010246151042564985,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
19,12,-0.0007568720574986159,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
7,13,0.0007747526006650308,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
6,14,0.0008989388365477609,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
11,4,0.0006936056547578069,50,1,0,1,0,0,0,1,0,0,0,0,0,2,1
19,14,0.009806149220032008,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
22,15,0.00014393269536245248,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
7,6,0.0011672283949935125,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
2,7,0.00033027213633641525,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
14,3,0.011005102269383175,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
15,7,0.009911526386252976,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
9,19,0.0006008513777307732,50,0,1,0,1,1,0,0,0,0,0,0,0,1,1
19,21,0.00031034038599273635,150,0,1,0,1,0,0,0,0,0,0,0,1,1,1
9,8,0.00963453498002904,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
20,6,0.009983436513563102,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
3,21,0.010897278931758894,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
7,18,0.009741194350481914,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
19,13,0.0011118939758194492,100,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2,22,0.009991788551963624,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
12,2,0.0005951966367240421,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
15,1,0.002263466212936811,100,0,1,1,0,0,0,0,0,0,0,0,1,1,0
19,6,-0.0002644343864601603,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
15,6,-0.0002437197212591111,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
3,6,0.010522080438534536,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
4,17,0.0003419457448131557,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
15,2,0.0009243536628680168,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
14,21,0.010291964092662982,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
2,14,0.00982035395460647,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
4,18,0.0002963274153461547,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
12,0,0.001554351790291454,100,0,1,1,0,1,0,0,0,0,0,0,0,1,0
9,23,0.001410241090598682,100,0,1,1,0,0,0,0,0,0,0,0,1,1,0
22,19,0.01025363701555365,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
5,11,0.000534337344794577,10,1,0,0,1,0,1,0,0,0,0,0,0,3,1
17,10,0.0005856477952228364,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
18,15,0.0006920794955187636,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
5,16,0.0013243549437948214,100,0,1,1,0,0,0,0,0,0,0,0,1,1,0
15,19,0.009916440959841573,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
2,22,7.435684321666142e-05,300,0,1,0,1,0,0,0,0,0,0,0,1,1,1
6,8,0.0016032544832541786,100,0,1,1,0,0,0,0,0,0,0,0,1,1,0
6,16,0.0005915321645063819,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1,17,0.0001853366544364506,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
9,20,0.00980333059383632,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
14,11,0.01001437241146741,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
8,14,0.0006402259313036493,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3,9,0.010095549534009951,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
11,3,0.0010232182740780745,150,0,1,0,1,0,0,0,0,0,0,0,1,1,0
7,22,0.009320071929510041,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
10,13,0.0003741267830136104,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
9,23,0.010322742090570538,300,1,0,1,0,0,0,0,1,0,0,0,0,2,0
11,10,0.00108262736165273,10,1,0,0,1,0,1,0,0,0,0,0,0,3,0
6,21,-0.00015288911747650042,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
14,2,0.00011057516383196948,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3,14,0.0011246918418553777,50,1,0,1,0,0,0,1,0,0,0,0,0,2,0
11,9,0.010788726639881738,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
3,6,-4.664776619347605e-05,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
8,18,0.0001405107628851696,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
20,6,0.0013039482548582696,100,0,1,1,0,0,0,0,0,0,0,0,1,1,0
19,19,0.0010933045615781792,100,0,1,1,0,1,0,0,0,0,0,0,0,1,0
4,14,0.009776783192724736,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
18,19,0.010097044996449154,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
18,16,0.001536815874929886,100,0,1,1,0,1,0,0,0,0,0,0,0,1,0
16,10,0.00948674235029447,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
10,18,0.001066484837073438,50,0,1,0,1,1,0,0,0,0,0,0,0,1,0
2,18,-0.0003490604074695866,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
5,2,0.0005985233144624213,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
9,11,0.00023840654760811264,50,1,0,1,0,0,0,1,0,0,0,0,0,2,1
10,2,-0.00027846092363579416,10,1,0,0,1,0,0,1,0,0,0,0,0,3,1
4,14,0.00018960593753226043,10,1,0,0,1,0,0,0,0,1,0,0,0,3,1
15,8,0.01078276201461717,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
20,7,0.0009671248694635062,100,0,1,1,0,0,0,0,0,0,0,0,1,1,1
2,22,0.0097224002366534,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
13,3,0.0009415785347202952,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
4,3,-0.000723006950208122,60,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3,20,-9.9402978310041e-05,100,0,1,1,0,1,0,0,0,0,0,0,0,1,1
13,14,0.0012200072250266663,50,0,1,0,1,1,0,0,0,0,0,0,0,1,0
21,13,0.009748972887823695,300,1,0,1,0,0,0,0,0,0,1,0,0,2,0
20,20,-0.0005096164085653566,300,0,1,1,0,0,0,0,0,0,0,0,1,1,1
11,9,0.0013541782236496766,150,0,1,0,1,0,0,0,0,0,0,0,1,1,0
5,17,0.010121900356885599,50,1,0,0,1,0,0,0,0,0,1,0,0,2,0
9,23,0.009717960684631636,75,0,1,0,1,0,0,0,0,0,0,0,1,1,0
13,16,-0.0006391521993354472,10,1,0,0,1,0,0,0,0,0,0,1,0,3,1
13,6,0.0014362286641400723,100,0,1,1,0,1,0,0,0,0,0,0,0,1,0
10,23,0.01032510058897933,100,0,1,0,1,0,0,0,0,0,0,0,1,1,0
